PheCode,Names,Short_names,Category_code,Category,Full_Category
257.1,Testicular hypofunction,Testicular hypofunction,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
573.3,Hepatomegaly,Hepatomegaly,10,digestive,diseases of the digestive system
870.2,Open wound of ear,Open wound of ear,18,injuries & poisonings,injury and poisoning
272.13,Mixed hyperlipidemia,Mixed hyperlipidemia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
279.2,Autoimmune disease NEC,Autoimmune disease NEC,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
362.1,Retinopathy of prematurity,Retinopathy of prematurity,7,sense organs,diseases of the sense organs
246.2,Thyroid cyst,Thyroid cyst,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
259,Other endocrine disorders,Other endocrine disorders,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
415.21,Primary pulmonary hypertension,Primary pulmonary hypertension,8,circulatory system,diseases of the circulatory system
476,Allergic rhinitis,Allergic rhinitis,9,respiratory,diseases of the respiratory system
531,Peptic ulcer (excl. esophageal),Peptic ulcer,10,digestive,diseases of the digestive system
701.6,Acquired acanthosis nigricans,Acquired acanthosis nigricans,13,dermatologic,diseases of the skin and subcutaneous tissue
241,Nontoxic nodular goiter,Nontoxic nodular goiter,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
215,Other benign neoplasm of connective and other soft tissue,Other benign neoplasm of connective and other soft tissue,2,neoplasms,neoplasms
389.1,Sensorineural hearing loss,Sensorineural hearing loss,7,sense organs,diseases of the sense organs
212,Benign neoplasm of respiratory and intrathoracic organs,Benign neoplasm of respiratory and intrathoracic organs,2,neoplasms,neoplasms
426.3,Bundle branch block,Bundle branch block,8,circulatory system,diseases of the circulatory system
427,Cardiac dysrhythmias,Cardiac dysrhythmias,8,circulatory system,diseases of the circulatory system
536.3,Gastroparesis,Gastroparesis,10,digestive,diseases of the digestive system
728.1,Muscular calcification and ossification,Muscular calcification and ossification,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
458.2,Iatrogenic hypotension,Iatrogenic hypotension,8,circulatory system,diseases of the circulatory system
751.21,Cystic kidney disease,Cystic kidney disease,15,congenital anomalies,congenital anomalies
873,Broken tooth,Broken tooth,,,
253.5,Pituitary dwarfism,Pituitary dwarfism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
261.4,Vitamin D deficiency,Vitamin D deficiency,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
751.1,Congenital anomalies of genital organs,Congenital anomalies of genital organs,15,congenital anomalies,congenital anomalies
279.11,Deficiency of humoral immunity,Deficiency of humoral immunity,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
389,Hearing loss,Hearing loss,7,sense organs,diseases of the sense organs
656.3,Endocrine and metabolic disturbances of fetus and newborn,Endocrine and metabolic disturbances of fetus and newborn,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
690.1,Seborrheic dermatitis,Seborrheic dermatitis,13,dermatologic,diseases of the skin and subcutaneous tissue
345,"Epilepsy, recurrent seizures, convulsions","Epilepsy, recurrent seizures, convulsions",6,neurological,diseases of the nervous system
362.27,Drusen (degenerative) of retina,Retinal drusen,7,sense organs,diseases of the sense organs
420.3,Endocarditis,Endocarditis,8,circulatory system,diseases of the circulatory system
447.1,Stricture of artery,Stricture of artery,8,circulatory system,diseases of the circulatory system
600,Hyperplasia of prostate,Hyperplasia of prostate,11,genitourinary,diseases of the genitourinary system
599,Other symptoms/disorders or the urinary system,Symptoms/disorders of the urinary system,11,genitourinary,diseases of the genitourinary system
614.5,"Inflammatory disease of cervix, vagina, and vulva","Inflammatory disease of cervix, vagina, and vulva",11,genitourinary,diseases of the genitourinary system
159.4,Malignant neoplasm of retroperitoneum and peritoneum,Malignant neoplasm of retroperitoneum and peritoneum,2,neoplasms,neoplasms
317,Alcohol-related disorders,Alcohol-related disorders,5,mental disorders,mental disorders
394.1,Mitral valve stenosis and aortic valve stenosis,Mitral valve stenosis and/or aortic valve stenosis,8,circulatory system,diseases of the circulatory system
512.1,Wheezing,Wheezing,9,respiratory,diseases of the respiratory system
599.9,Other abnormality of urination,Other abnormality of urination,11,genitourinary,diseases of the genitourinary system
657,Infections specific to the perinatal period,Infections specific to the perinatal period,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
204.12,"Lymphoid leukemia, chronic",Chronic lymphoid leukemia,2,neoplasms,neoplasms
278.11,Morbid obesity,Morbid obesity,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
296.1,Bipolar,Bipolar,5,mental disorders,mental disorders
306.1,Mental disorders durring/after pregnancy,Mental disorders durring/after pregnancy,5,mental disorders,mental disorders
578.8,Hemorrhage of rectum and anus,Hemorrhage of rectum and anus,10,digestive,diseases of the digestive system
961,Poisoning by other anti-infectives,Poisoning by other anti-infectives,18,injuries & poisonings,injury and poisoning
172.3,Carcinoma in situ of skin,Carcinoma in situ of skin,2,neoplasms,neoplasms
352.1,Trigeminal nerve disorders [CN5],Trigeminal nerve disorders,6,neurological,diseases of the nervous system
620,Dysplasia of female genital organs,Dysplasia of female genital organs,11,genitourinary,diseases of the genitourinary system
872,Traumatic amputation,Traumatic amputation,18,injuries & poisonings,injury and poisoning
313.3,Autism,Autism,5,mental disorders,mental disorders
360,Disorders of the globe,Disorders of the globe,7,sense organs,diseases of the sense organs
627.3,Postmenopausal atrophic vaginitis,Postmenopausal atrophic vaginitis,11,genitourinary,diseases of the genitourinary system
749.2,Congenital anomalies of skull and face bones,Congenital anomalies of skull and face bones,15,congenital anomalies,congenital anomalies
189.1,Cancer of kidney and renal pelvis,Cancer of kidney and renal pelvis,2,neoplasms,neoplasms
250.12,Type 1 diabetes with renal manifestations,Type 1 diabetes nephropathy,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
427.61,Supraventricular premature beats,Supraventricular premature beats,8,circulatory system,diseases of the circulatory system
573.2,Liver replaced by transplant,Liver replaced by transplant,10,digestive,diseases of the digestive system
586.11,Small kidney,Small kidney,11,genitourinary,diseases of the genitourinary system
695,Erythematous conditions,Erythematous conditions,13,dermatologic,diseases of the skin and subcutaneous tissue
760,Back pain,Back pain,17,symptoms,"symptoms, signs, and ill-defined conditions"
509.8,Dependence on respirator [Ventilator] or supplemental oxygen,Dependence on respirator or supplemental oxygen,9,respiratory,diseases of the respiratory system
795.81,Elevated carcinoembryonic antigen [CEA],Elevated CEA,17,symptoms,"symptoms, signs, and ill-defined conditions"
446.3,Hypersensitivity angiitis,Hypersensitivity angiitis,8,circulatory system,diseases of the circulatory system
958.1,Postoperative shock,Postoperative shock,18,injuries & poisonings,injury and poisoning
174.1,Breast cancer [female],"Breast cancer, including in situ",2,neoplasms,neoplasms
227.1,Benign neoplasm of adrenal gland,Benign neoplasm of adrenal gland,2,neoplasms,neoplasms
429.9,"Cardiac complications, not elsewhere classified","Cardiac complications, not elsewhere classified",8,circulatory system,diseases of the circulatory system
443.1,Raynaud's syndrome,Raynaud's syndrome,8,circulatory system,diseases of the circulatory system
537.1,Lesions of stomach and duodenum,Lesions of stomach and duodenum,10,digestive,diseases of the digestive system
571.8,Liver abscess and sequelae of chronic liver disease,Liver abscess and sequelae of chronic liver disease,10,digestive,diseases of the digestive system
750.2,Lower gastrointestinal congenital anomalies,Lower gastrointestinal congenital anomalies,15,congenital anomalies,congenital anomalies
790.9,Abnormal arterial blood gases,Abnormal arterial blood gases,17,symptoms,"symptoms, signs, and ill-defined conditions"
279.1,Immunity deficiency,Immunity deficiency,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
695.41,Cutaneous lupus erythematosus,Lupus erythematosus,13,dermatologic,diseases of the skin and subcutaneous tissue
790.6,Other abnormal blood chemistry,Other abnormal blood chemistry,17,symptoms,"symptoms, signs, and ill-defined conditions"
359,Muscular dystrophies and other myopathies,Muscular dystrophies and other myopathies,6,neurological,diseases of the nervous system
415,Pulmonary heart disease,pulmonary heart disease,8,circulatory system,diseases of the circulatory system
575.6,Cholesterolosis of gallbladder,Cholesterolosis of gallbladder,10,digestive,diseases of the digestive system
702.4,Degenerative skin disorders,Degenerative skin disorders,13,dermatologic,diseases of the skin and subcutaneous tissue
905,Late effects of musculoskeletal and connective tissue injuries,Late effects of musculoskeletal and connective tissue injuries,18,injuries & poisonings,injury and poisoning
318,Tobacco use disorder,Tobacco use disorder,5,mental disorders,mental disorders
578.1,Hematemesis,Hematemesis,10,digestive,diseases of the digestive system
609.11,Azoospermia and oligospermia,Azoospermia and oligospermia,11,genitourinary,diseases of the genitourinary system
733.2,Cyst of bone,Cyst of bone,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
752.11,Spina bifida,Spina bifida,15,congenital anomalies,congenital anomalies
253.11,Acromegaly and gigantism,Acromegaly & gigantism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
341,Other demyelinating diseases of central nervous system,Other demyelinating diseases of central nervous system,6,neurological,diseases of the nervous system
840.2,Rotator cuff (capsule) sprain,Rotator cuff (capsule) sprain,18,injuries & poisonings,injury and poisoning
276.8,Polydipsia,Polydipsia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
358,Myoneural disorders,Myoneural disorders,6,neurological,diseases of the nervous system
401,Hypertension,Hypertension,8,circulatory system,diseases of the circulatory system
526.3,Anomalies of jaw size/symmetry,Anomalies of jaw size/symmetry,10,digestive,diseases of the digestive system
686.3,Pilonidal cyst,Pilonidal cyst,13,dermatologic,diseases of the skin and subcutaneous tissue
394.7,Disease of tricuspid valve,Disease of tricuspid valve,8,circulatory system,diseases of the circulatory system
519,"Other diseases of respiratory system, not elsewhere classified",Diseases of respiratory system NEC,9,respiratory,diseases of the respiratory system
555.1,Regional enteritis,Crohn's disease,10,digestive,diseases of the digestive system
736.1,Acquired deformities of forearm,Acquired deformities of forearm,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
737.3,Kyphoscoliosis and scoliosis,Kyphoscoliosis and scoliosis,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
716.9,Arthropathy NOS,Arthropathy NOS,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
8,Intestinal infection,Intestinal infection,1,infectious diseases,infectious and parasitic diseases
